puesto_trabajo,nombre_empresa,pais,region_estado,categoria_busqueda,tipo_contrato,salario,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Work From Home Junior Angular Developer / R+D / Ref. 0615,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-angular-developer-rd-ref-0615-en-bogota-dc-2F9D209CB2E2E89B61373E686DCF3405#lc=ListOffers-Score3-2
Work From Home Fullstack Developer (.NET + Angular) / Research + Development / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-fullstack-developer-net-angular-research-development-ref-0001-en-bogota-dc-D5700254A167F0E061373E686DCF3405#lc=ListOffers-Score3-3
Trabajo Desde Casa Desarrollador ASP.NET / Investigación y Desarrollo / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-aspnet-investigacion-y-desarrollo-ref-0001-en-bogota-dc-144540A6D9DA331661373E686DCF3405#lc=ListOffers-Score3-4
Trabajo Desde Casa Desarrollador Backend .NET / Investigación y Desarrollo / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-backend-net-investigacion-y-desarrollo-ref-0001-en-bogota-dc-D601132C5136F46461373E686DCF3405#lc=ListOffers-Score3-5
Trabajo Desde Casa Ingeniero .NET + Angular / Investigación y Desarrollo / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-net-angular-investigacion-y-desarrollo-ref-0001-en-bogota-dc-8A3D9C3E5A864BA761373E686DCF3405#lc=ListOffers-Score3-6
Desarrollador .Net + PHP,Inter Rapidisimo S.A,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,"$ 7.000.000,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-php-en-bogota-dc-852BA60274DEE19161373E686DCF3405#lc=ListOffers-Score3-7
Work From Home Machine Learning Engineer / Ref. 0129,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-machine-learning-engineer-ref-0129-en-bogota-dc-C392945DE553625261373E686DCF3405#lc=ListOffers-Score3-8
Trabajo Desde Casa Ingeniero .NET / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-net-ref-0001-en-bogota-dc-DFFD48CF389DD50861373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Desarrollador .NET Core / Ref. 1001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-net-core-ref-1001-en-bogota-dc-69A6B8585F5CDCAC61373E686DCF3405#lc=ListOffers-Score3-10
Work From Home .NET + Azure + ETL Senior Developer / Ref. 0001,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-net-azure-etl-senior-developer-ref-0001-en-bogota-dc-DAF5258BAD61F56D61373E686DCF3405#lc=ListOffers-Score3-11
Analista de Datos,wow solutions,co,"Bogotá, D.C., Bogotá, D.C.",sql,Presencial y remoto,"$ 2.900.000,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-bogota-dc-CD67D1A76C16C75661373E686DCF3405#lc=ListOffers-Score3-12
Trabajo Desde Casa Líder Técnicos Angular / Ref. 0615S,BairesDev LLC,co,"Medellín, Antioquia",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-lider-tecnicos-angular-ref-0615s-en-medellin-F50647FBCD0BF80C61373E686DCF3405#lc=ListOffers-Score3-13
Trabajo Desde Casa Python Backend Tech Lead / Investigación + Desarrollo / Ref. 0071,BairesDev LLC,co,"Tunja, Boyacá",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-python-backend-tech-lead-investigacion-desarrollo-ref-0071-en-tunja-56E6CA5999FEAC9461373E686DCF3405#lc=ListOffers-Score3-14
Trabajo Desde Casa Desarrollador .NET Backend / Ref. 0001,BairesDev LLC,co,"Medellín, Antioquia",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-net-backend-ref-0001-en-medellin-7C3D966A0548836861373E686DCF3405#lc=ListOffers-Score3-15
Trabajo Desde Casa Desarrollador Fullstack .NET + Angular / Investigación y Desarrollo / Ref. 0001,BairesDev LLC,co,"Soledad, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-fullstack-net-angular-investigacion-y-desarrollo-ref-0001-en-soledad-05EC2ECD6D7DBF7B61373E686DCF3405#lc=ListOffers-Score3-16
Trabajo Desde Casa Desarrollador Backend Junior Python / Investigación + Desarrollo / Ref. 0071,BairesDev LLC,co,"Soledad, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-backend-junior-python-investigacion-desarrollo-ref-0071-en-soledad-6F54DCD6635A943661373E686DCF3405#lc=ListOffers-Score3-17
Trabajo Desde Casa Analista de Datos Senior / Ref. 1028,BairesDev LLC,co,"Soledad, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-datos-senior-ref-1028-en-soledad-5944639A26E2E67461373E686DCF3405#lc=ListOffers-Score3-18
Trabajo Desde Casa Fullstack .NET + Angular / I + D / Ref. 0001,BairesDev LLC,co,"Soledad, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-fullstack-net-angular-i-d-ref-0001-en-soledad-49C5F49121B245EA61373E686DCF3405#lc=ListOffers-Score3-19
Programador de IA ((Python + n8n + LLMs),SOLVO S.A.S,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-ia-python-n8n-llms-remoto-en-bogota-dc-741E2458BC6EBAB261373E686DCF3405#lc=ListOffers-Score3-0
Programador de IA y Automatización,SOLVO S.A.S,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-de-ia-y-automatizacion-remoto-en-bogota-dc-8F3B4394F8BBE07161373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador .Net  Medellín,Mainsoft LTDA,co,"Medellín, Antioquia",sql,Presencial y remoto,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-medellin-hibrido-en-medellin-en-medellin-E4F9F352A54E751161373E686DCF3405#lc=ListOffers-Score3-2
Líder técnico Backend remoto,Mainsoft LTDA,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-tecnico-backend-remoto-en-bogota-dc-0DED75BAD58A985561373E686DCF3405#lc=ListOffers-Score3-3
Arquitecto de soluciones Azure,Mainsoft LTDA,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-soluciones-azure-remoto-en-bogota-dc-004DDB045398185961373E686DCF3405#lc=ListOffers-Score3-4
Analista/Técnico de Infraestructura y Soporte TI,NA,co,"Medellín, Antioquia",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analistatecnico-de-infraestructura-y-soporte-ti-en-medellin-AADD300E023C2C2E61373E686DCF3405#lc=ListOffers-Score3-5
Work From Home Node Fullstack Developer / Ref. 0111,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-node-fullstack-developer-ref-0111-en-bogota-dc-CD899E618316C4B561373E686DCF3405#lc=ListOffers-Score3-6
Work From Home Node Developer / Ref. 0111,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-node-developer-ref-0111-en-bogota-dc-7A1984B1A7F5D8FE61373E686DCF3405#lc=ListOffers-Score3-7
Trabajo Desde Casa Node Developer / Ref. 0111,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-node-developer-ref-0111-en-bogota-dc-E16FBFAEF74B5F8A61373E686DCF3405#lc=ListOffers-Score3-8
Trabajo Desde Casa Desarrollador Node Backend / Ref. 0111,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-backend-ref-0111-en-bogota-dc-5E7D1E5FC606807961373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Mobile NativeScript Developer Senior / Ref. 0446,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-mobile-nativescript-developer-senior-ref-0446-en-bogota-dc-FF1DCDC96C4CC6F361373E686DCF3405#lc=ListOffers-Score3-10
Trabajo Desde Casa Desarrollador Junior/MidLevel Java / Ref. 0003,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-juniormidlevel-java-ref-0003-en-bogota-dc-4908DB172F78623961373E686DCF3405#lc=ListOffers-Score3-11
Work From Home Junior/MidLevel Java Developer / Ref. 0003,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-juniormidlevel-java-developer-ref-0003-en-bogota-dc-DD378D7402A2BC1061373E686DCF3405#lc=ListOffers-Score3-12
Work From Home Java Spring Boot Junior Developer / Ref. 0003,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-java-spring-boot-junior-developer-ref-0003-en-bogota-dc-419F2E4403F9A46761373E686DCF3405#lc=ListOffers-Score3-13
Trabajo Desde Casa Ingeniero Node / Ref. 0111,BairesDev LLC,co,"Barranquilla, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-node-ref-0111-en-barranquilla-17031B3E295CE6A561373E686DCF3405#lc=ListOffers-Score3-14
Gestor De Requerimientos  Experiencia QA,Sonda,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-requerimientos-experiencia-qa-bogota-en-bogota-dc-0F898ABC4DC61E1361373E686DCF3405#lc=ListOffers-Score3-15
Trabajo Desde Casa Desarrollador MS Dynamics / Ref. 0246,BairesDev LLC,co,"Cali, Valle del Cauca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-ms-dynamics-ref-0246-en-cali-3C2467615AC12FBC61373E686DCF3405#lc=ListOffers-Score3-16
Trabajo Desde Casa Desarrollador Node Junior/MidLevel,BairesDev LLC,co,"Popayán, Cauca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-juniormidlevel-en-popayan-BDD91DB24B95AD9B61373E686DCF3405#lc=ListOffers-Score3-17
!Urgente¡ Forecasting and planning specialist,INTELCIA,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-forecasting-and-planning-specialist-excelentes-condiciones--en-bogota-dc-6BCD91DAB8FA3CFB61373E686DCF3405#lc=ListOffers-Score3-18
Work From Home Odoo Developer / Ref. 0943,BairesDev LLC,co,"Pasto, Nariño",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-odoo-developer-ref-0943-en-pasto-B8FB6E4EE417F72961373E686DCF3405#lc=ListOffers-Score3-19
Trabajo Desde Casa Desarrollador Node.js / Ref. 0111,BairesDev LLC,co,"Chía, Cundinamarca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-nodejs-ref-0111-en-chia-190780B6631E91DC61373E686DCF3405#lc=ListOffers-Score3-0
Work From Home Next.js Developer / Ref. 0697,BairesDev LLC,co,"Bello, Antioquia",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-nextjs-developer-ref-0697-en-bello-E447E67A3D44144B61373E686DCF3405#lc=ListOffers-Score3-1
Work From Home Mobile NativeScript Developer Senior / Ref. 0446,BairesDev LLC,co,"Cúcuta, Norte de Santander",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-mobile-nativescript-developer-senior-ref-0446-en-cucuta-F355776E37421B6C61373E686DCF3405#lc=ListOffers-Score3-2
Work From Home Node Backend Developer / Ref. 0111,BairesDev LLC,co,"Bugalagrande, Valle del Cauca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-node-backend-developer-ref-0111-en-bugalagrande-619859E67F60261C61373E686DCF3405#lc=ListOffers-Score3-3
Analista de datos comerciales,PAPELES PRIMAVERA SA,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,"$ 2.500.000,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-comerciales-manufactura-en-bogota-dc-AB46F944827255A761373E686DCF3405#lc=ListOffers-Score3-4
Trabajo Desde Casa Desarrollador Salesforce Commerce Cloud / Ref. 0385,BairesDev LLC,co,"Cali, Valle del Cauca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-salesforce-commerce-cloud-ref-0385-en-cali-0523C99652F186F961373E686DCF3405#lc=ListOffers-Score3-5
Practicante profesional análisis de negocios Bogotá,Grupo emi S.A.S,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,"$ 1.486.800,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-analisis-de-negocios-bogota-en-bogota-dc-D0A1CD1D060B98C961373E686DCF3405#lc=ListOffers-Score3-6
Trabajo Desde Casa Ingeniero Angular / Ref. 0615,BairesDev LLC,co,"Barranquilla, Atlántico",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-angular-ref-0615-en-barranquilla-61F23CEF24E9964D61373E686DCF3405#lc=ListOffers-Score3-7
Work From Home iOS Software Engineer / Ref. 0047E,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-ios-software-engineer-ref-0047e-en-bogota-dc-4BF46A3F9D12ECF661373E686DCF3405#lc=ListOffers-Score3-8
Trabajo Desde Casa Ingeniero iOS / Ref. 0047S,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-ios-ref-0047s-en-bogota-dc-592D90461E2F25D961373E686DCF3405#lc=ListOffers-Score3-9
Practicante de Ingeniería en Sistemas,emtelco,co,"Medellín, Antioquia",sql,Presencial y remoto,"$ 1.423.500,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ingenieria-en-sistemas-habilitado-para-firmar-contrato-de-aprendizaje-en-medellin-2E8C67343F8EE34661373E686DCF3405#lc=ListOffers-Score3-10
Senior full stack web developer,EXO SOLUTIONS,co,"Medellín, Antioquia",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-senior-full-stack-web-developer-remote-en-medellin-B82B878332CC094B61373E686DCF3405#lc=ListOffers-Score3-11
Desarrollador Backend,ZEMSANIA COLOMBIA SAS,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,"$ 5.500.000,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-con-experiencia-en-aso-y-apx-en-bogota-dc-9B5631D4FF878D4B61373E686DCF3405#lc=ListOffers-Score3-12
Coordinador de Administración de Aplicaciones,RÉDITOS EMPRESARIALES S.A,co,"Medellín, Antioquia",sql,NA,"$ 5.807.900,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-administracion-de-aplicaciones-en-medellin-B48F146AAF51D92961373E686DCF3405#lc=ListOffers-Score3-13
Analista de base de datos,NA,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-base-de-datos-analista-dba-en-bogota-dc-EEDC4A8943BD937661373E686DCF3405#lc=ListOffers-Score3-14
Trabajo Desde Casa Ingeniero React Native / Ref. 0198,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-react-native-ref-0198-en-bogota-dc-008B435333520AC561373E686DCF3405#lc=ListOffers-Score3-15
Work From Home React Native Engineer / Ref. 0198E,BairesDev LLC,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-react-native-engineer-ref-0198e-en-bogota-dc-5BF6EDA8ECE1D1D961373E686DCF3405#lc=ListOffers-Score3-16
Analista Senior de riesgos,ALO CREDIT COLOMBIA SAS,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,"$ 3.500.000,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-riesgos-contratacion-inmediata-en-bogota-dc-EC5389F4FB8DBC5761373E686DCF3405#lc=ListOffers-Score3-17
Trabajo Desde Casa React Native Developer / Ref. 0198,BairesDev LLC,co,"Cali, Valle del Cauca",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-react-native-developer-ref-0198-en-cali-BE736CA24D3B622A61373E686DCF3405#lc=ListOffers-Score3-18
Data Engineer – Especialista en Snowflake,SOLVO S.A.S,co,"Bogotá, D.C., Bogotá, D.C.",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-especialista-en-snowflake-en-bogota-dc-CF7CFEC07539110A61373E686DCF3405#lc=ListOffers-Score3-19
Trabajo Desde Casa Analista de Datos de Talento / Ref. 1028,BairesDev LLC,co,"Cicuco, Bolívar",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-datos-de-talento-ref-1028-en-cicuco-1C9B62866A31318961373E686DCF3405#lc=ListOffers-Score3-0
Trabajo Desde Casa Analista de la Cadena de Suministro / Ref. 0876,BairesDev LLC,co,"Tunja, Boyacá",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-la-cadena-de-suministro-ref-0876-en-tunja-DB5C99C8EB2BD72161373E686DCF3405#lc=ListOffers-Score3-1
Trabajo Desde Casa Arquitecto React Frontend / Ref. 0169,BairesDev LLC,co,"Pereira, Risaralda",sql,NA,NA,COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-arquitecto-react-frontend-ref-0169-en-pereira-702E11C72F340E1E61373E686DCF3405#lc=ListOffers-Score3-2
Ingeniero de sistemas especialista en SAP,Sercofun Ltda,co,"Cali, Valle del Cauca",sql,NA,"$ 3.443.500,00 (Mensual)",COP,Mensual,Computrabajo,Web Scraping,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-especialista-en-sap-ingeniero-de-sistemas-en-cali-29694C9643A857C161373E686DCF3405#lc=ListOffers-Score3-3
