puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Analista BI/ ing sistemas/ telecomunicaciones / electrónica / informática o afines,MARBATT BPO,Perú,"Paucarpata, Arequipa",NA,"S/. 2.000,00 (Mensual)","S/. 2.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-ing-sistemas-telecomunicaciones-electronica-informatica-o-afines-en-paucarpata-04184A745FBD9AD261373E686DCF3405#lc=ListOffers-Score3-16
Desarrollador de Oddo,MONTANO MEDICAL & LOGISTICS,Perú,"Ate, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-oddo-ate-en-ate-3DF03730D58CC2EE61373E686DCF3405#lc=ListOffers-Score3-17
Analista de Negocios Financieros / Arequipa,NA,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-negocios-financieros-arequipa-en-arequipa-A91AE6A422CEDFEA61373E686DCF3405#lc=ListOffers-Score3-18
Work From Home Senior .NET Engineer / Ref. 0001,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-senior-net-engineer-ref-0001-en-lima-6E7786AFD067227161373E686DCF3405#lc=ListOffers-Score3-19
Trabajo Desde Casa Analista de Datos de Talento / Ref. 1028,BairesDev LLC,Perú,"Cusco, Cusco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-datos-de-talento-ref-1028-en-cusco-85DECBDD1694F40861373E686DCF3405#lc=ListOffers-Score3-0
Consultor de Implementación de Soluciones,Bitel,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-implementacion-de-soluciones-en-lima-D2796B8920FFB1B361373E686DCF3405#lc=ListOffers-Score3-1
Analista de Automatización de Procesos / Automatización y Control de Facturación y Cobranzas/ Phyton,WIN,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-automatizacion-de-procesos-automatizacion-y-control-de-facturacion-y-cobranzas-phyton-area-de-facturacion-y-cobranza-win-en-san-isidro-7A370D9E12AD33AA61373E686DCF3405#lc=ListOffers-Score3-2
Programador Full Stack Junior,COBEFAR S.A.C,Perú,"San Luis, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-full-stack-junior-san-luis-en-san-luis-F9A4F48F181FB3AE61373E686DCF3405#lc=ListOffers-Score3-3
Analista de Datos BI / RRHH / Telecomunicaciones,Digital Max,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-bi-rrhh-telecomunicaciones-en-san-isidro-8CAD8DE048CA3AE361373E686DCF3405#lc=ListOffers-Score3-4
Analista Programador Fullstack Junior(aws),Materia Gris,Perú,"Surquillo, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-fullstack-junioraws-presencial-en-surquillo-7E18501F8543BE6061373E686DCF3405#lc=ListOffers-Score3-5
Analista BI,Los Portales,Perú,"Magdalena Del Mar, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-en-magdalena-del-mar-153688005255D6C861373E686DCF3405#lc=ListOffers-Score3-6
Practicante de ingenieria de sistemas,NAKAMA SOLUCIONES SOCIEDAD ANONIMA CERRADA - NAKAMA SOLUCIONES S.A.C.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-ingenieria-de-sistemas-en-lima-C893AC0915F30E8561373E686DCF3405#lc=ListOffers-Score3-7
Work From Home Site Reliability Engineer / Ref. 0966,BairesDev LLC,Perú,"Moquegua, Moquegua",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-site-reliability-engineer-ref-0966-en-moquegua-1AEEB2F7111F5EA161373E686DCF3405#lc=ListOffers-Score3-8
Analista Programador,RECSA PERÚ,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-en-lima-AE9851242575ED7B61373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Gerente de QA / Ref. 0027,BairesDev LLC,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-gerente-de-qa-ref-0027-en-arequipa-6B2A299F2031411961373E686DCF3405#lc=ListOffers-Score3-10
Analista de mejora,NA,Perú,"Comas, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-mejora-en-comas-AC9F8F4F69A8C3C161373E686DCF3405#lc=ListOffers-Score3-11
Work From Home SQL Developer / Ref. 0401,BairesDev LLC,Perú,"Chachapoyas, Amazonas",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-sql-developer-ref-0401-en-chachapoyas-1EF39FB229357F6061373E686DCF3405#lc=ListOffers-Score3-12
Data Scientist,TeamSoft  S.A.C.,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-en-san-isidro-9CC02DB22ED334B461373E686DCF3405#lc=ListOffers-Score3-13
Ingeniero de Datos,La Calera S.A.C.,Perú,"Chorrillos, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-sede-lima-en-chorrillos-CBA17114EE75C56C61373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador Full Stack,NETCORPORATE PERU S.A.C,Perú,"San Isidro, Lima",NA,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-presencial-en-san-isidro-11148194C472BEF861373E686DCF3405#lc=ListOffers-Score3-15
Repsol: Practicante de planificación comercial,REPSOL COMERCIAL SAC,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-repsol-practicante-de-planificacion-comercial-comercial-en-lima-0B3698B3BE5398AC61373E686DCF3405#lc=ListOffers-Score3-16
Analista de datos,Valtx,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-san-borja-D4847873187C25A961373E686DCF3405#lc=ListOffers-Score3-17
Ingeniero de Campo / Técnico de Campo,Green Group Pe Sac,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-campo-tecnico-de-campo-lima-empresa-medioambiente-en-lima-278016891240357161373E686DCF3405#lc=ListOffers-Score3-18
Asistente de Análisis e Insights,TALENTUS - Consultoría y Formación,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-analisis-e-insights-miraflores-y-aledanos-en-miraflores-64A11E6BA6F224A861373E686DCF3405#lc=ListOffers-Score3-19
Asistente de Análisis de Información,TALENTUS - Consultoría y Formación,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-analisis-de-informacion-miraflores-y-aledanos-en-miraflores-2089C23099D90B0361373E686DCF3405#lc=ListOffers-Score3-0
Analista de datos,Yarnold Consultores Legales,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-pagos-puntuales-y-beneficios-de-ley-en-lima-7C1797A532D52A3761373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador Odoo Junior,CONSULTORIA Y ASESORIA EN TECNOLOGIA CONASTEC S.R.L.,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-odoo-junior-en-lima-A0133B9CE71EF10961373E686DCF3405#lc=ListOffers-Score3-2
Analista de Datos Sector Seguros,CONSULTORIA Y ASESORIA EN TECNOLOGIA CONASTEC S.R.L.,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 2.200,00 (Mensual)","S/. 2.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-sector-seguros-en-san-isidro-EECAB8967112F3A361373E686DCF3405#lc=ListOffers-Score3-3
Analista Senior Data Engineer,CONSULTORIA Y ASESORIA EN TECNOLOGIA CONASTEC S.R.L.,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 4.000,00 (Mensual)","S/. 4.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-data-engineer-en-san-isidro-2236E10A0F1B910461373E686DCF3405#lc=ListOffers-Score3-4
Trabajo Desde Casa Power BI / Ref. 0221,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-power-bi-ref-0221-en-san-isidro-5D0C0E234BA99B5661373E686DCF3405#lc=ListOffers-Score3-5
Analista Bi y/o Comercial de Gestión de Desarrollo Consumo masivo,Overall Strategy,Perú,"San Isidro, Lima",NA,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-yo-comercial-de-gestion-de-desarrollo-consumo-masivo-conocimiento-avanzado-de-excel-y-power-bi-en-san-isidro-0418F91A9D23AF7C61373E686DCF3405#lc=ListOffers-Score3-6
Desarrollador FullStack SemiSenior,INDIGITAL,Perú,"Barranco, Lima",Presencial y remoto,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-semisenior-proyecto-recibo-por-honorarios-en-barranco-C21F32DAF8489AE961373E686DCF3405#lc=ListOffers-Score3-7
Líder Técnico de Desarrollo,INDIGITAL,Perú,"Barranco, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-tecnico-de-desarrollo-proyecto-recibo-por-honorarios-en-barranco-672F6EB7A922445C61373E686DCF3405#lc=ListOffers-Score3-8
QA Lab Automation,NTT DATA,Perú,"Ica, Ica",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-qa-lab-automation-lma-en-ica-01AFED1A484F65CF61373E686DCF3405#lc=ListOffers-Score3-9
IT Operations Coordinator / Sector Minería/Hidrocarburos,GRUPO PROGESTION,Perú,"Callao, Callao",Presencial y remoto,"S/. 7.000,00 (Mensual)","S/. 7.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-it-operations-coordinator-sector-mineriahidrocarburos-en-callao-6D8E07B895ED4B0F61373E686DCF3405#lc=ListOffers-Score3-10
Ingeniero de machine learning,Grupo Educa_d,Perú,"Santiago De Surco, Lima",Presencial y remoto,"S/. 5.000,00 (Mensual)","S/. 5.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-machine-learning-en-santiago-de-surco-958C867FE4F4CA6961373E686DCF3405#lc=ListOffers-Score3-11
Asistente de soporte técnico TI,Minera Shouxin  Perú S.A.,Perú,"Marcona, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-soporte-tecnico-ti-marcona-en-marcona-B8F4AD450327370761373E686DCF3405#lc=ListOffers-Score3-12
Programador junior/ Analista de programación con conocimiento en phython/ingreso a planilla completa,NA,Perú,"La Victoria, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-junior-analista-de-programacion-con-conocimiento-en-phythoningreso-a-planilla-completa-en-la-victoria-363C4EE73896C15061373E686DCF3405#lc=ListOffers-Score3-13
Ingeniero de datos GCP,Vooxell,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-gcp-en-lima-264DB35E47D797C761373E686DCF3405#lc=ListOffers-Score3-14
Analista de datos GCP,Vooxell,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-gcp-en-lima-54996F1B096B8A3761373E686DCF3405#lc=ListOffers-Score3-15
Trabajo Desde Casa Ingeniero ETL / Ref. 0339,BairesDev LLC,Perú,"Cusco, Cusco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-etl-ref-0339-en-cusco-64EE46525783243661373E686DCF3405#lc=ListOffers-Score3-16
Trabajo Desde Casa Desarrollador ETL / Ref. 0339,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-etl-ref-0339-en-lima-FB5B0862457866CB61373E686DCF3405#lc=ListOffers-Score3-17
Work From Home Data Engineer (Junior) / Ref. 0960,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-data-engineer-junior-ref-0960-en-lima-590F2E12098CB54961373E686DCF3405#lc=ListOffers-Score3-18
Work From Home Junior Data Analyst / Ref. 1028,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-junior-data-analyst-ref-1028-en-san-isidro-170A910B48C17B5661373E686DCF3405#lc=ListOffers-Score3-19
Work From Home Data Analyst / Ref. 1028,BairesDev LLC,Perú,"Tacna, Tacna",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-data-analyst-ref-1028-en-tacna-211259113F902F4061373E686DCF3405#lc=ListOffers-Score3-0
Científico de Datos/experiencia en MINA/Titulado/inglés intermedio,Adecco Perú S.A.,Perú,"Santiago De Surco, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifico-de-datosexperiencia-en-minatituladoingles-intermedio-en-santiago-de-surco-E50DB9DFD45958FE61373E686DCF3405#lc=ListOffers-Score3-1
Analista Programador ODOO,MEYTEN,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-odoo-en-san-isidro-F49B9306A2AC67A461373E686DCF3405#lc=ListOffers-Score3-2
Work From Home Applied Data Scientist / Ref. 0960,BairesDev LLC,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-applied-data-scientist-ref-0960-en-arequipa-D6F5A9E9E027513F61373E686DCF3405#lc=ListOffers-Score3-3
Trabajo Desde Casa Gerente de Ingeniería Análitica / Ref. 0078,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-gerente-de-ingenieria-analitica-ref-0078-en-lima-0444FCCA523F1F7A61373E686DCF3405#lc=ListOffers-Score3-4
Trabajo Desde Casa Científico de Datos Senior / Ref. 0960,BairesDev LLC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-cientifico-de-datos-senior-ref-0960-en-san-isidro-4A6A730AA403935161373E686DCF3405#lc=ListOffers-Score3-5
Trabajo Desde Casa Analista de Datos Senior / Ref. 1028,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-analista-de-datos-senior-ref-1028-en-lima-C1079E20B7ECD66B61373E686DCF3405#lc=ListOffers-Score3-6
Trabajo Desde Casa Ingeniero en Análisis Senior / Ref. 0960,BairesDev LLC,Perú,"Ica, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-en-analisis-senior-ref-0960-en-ica-7948AC9029D8054461373E686DCF3405#lc=ListOffers-Score3-7
Work From Home QA Manager / Research + Development / Ref. 0027,BairesDev LLC,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-qa-manager-research-development-ref-0027-en-arequipa-EEEABA51B6ECD52461373E686DCF3405#lc=ListOffers-Score3-8
Trabajo Desde Casa Ingeniero de Automatización de QA / Investigación y Desarrollo / Ref. 0050,BairesDev LLC,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-de-automatizacion-de-qa-investigacion-y-desarrollo-ref-0050-en-trujillo-78A2CD821A62F4A661373E686DCF3405#lc=ListOffers-Score3-9
Asistente de Operaciones y Base de datos/ Arequipa,Coopac Kori,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-operaciones-y-base-de-datos-arequipa-trabajo-presencial-en-arequipa-C510F9554234CF2C61373E686DCF3405#lc=ListOffers-Score3-10
Trabajo Desde Casa Automatizador Junior QA / Investigación + Desarrollo / Ref. 0166,BairesDev LLC,Perú,"Piura, Piura",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-automatizador-junior-qa-investigacion-desarrollo-ref-0166-en-piura-1889CCA703A6FA0061373E686DCF3405#lc=ListOffers-Score3-11
Work From Home Microsoft Azure SQL Developer / Ref. 0978,BairesDev LLC,Perú,"Trujillo, La Libertad",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-microsoft-azure-sql-developer-ref-0978-en-trujillo-E2EC0FDC1408533E61373E686DCF3405#lc=ListOffers-Score3-12
Work From Home Machine Learning Engineer / Ref. 0129,BairesDev LLC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-work-from-home-machine-learning-engineer-ref-0129-en-lima-D8D18FBA728ABFDC61373E686DCF3405#lc=ListOffers-Score3-13
Analista de Base de Datos / Campañas de ventas Telemarketing (CallCenter),NA,Perú,"Comas, Lima",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-base-de-datos-campanas-de-ventas-telemarketing-callcenter-basico-atractivo-incentivos-en-comas-53F668261F41767761373E686DCF3405#lc=ListOffers-Score3-14
ingeniero mecatrónico,COMPAÑIA MINERA QUECHUA S.A.,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 11.000,00 (Mensual) + Comisiones","S/. 11.000,00 (Mensual) + Comisiones",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecatronico-20x10-regimen-laboral-en-san-isidro-BB644823960D6C8E61373E686DCF3405#lc=ListOffers-Score3-15
Ingeniero de Desarrollo/ Desarrollador Web / Experiencia en IA,TRUSTCORP SAC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-desarrollo-desarrollador-web-experiencia-en-ia-trabajo-remoto-lima-o-callao-en-lima-436A318E5D0F0A1F61373E686DCF3405#lc=ListOffers-Score3-16
Analista de base de datos con experiencia en gestión,Consorcio LP,Perú,"San Isidro, Lima",Presencial y remoto,"S/. 2.200,00 (Mensual)","S/. 2.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-base-de-datos-con-experiencia-en-gestion-en-san-isidro-AF27E17CC6CE24A161373E686DCF3405#lc=ListOffers-Score3-17
Desarrollador RPA,Valtx,Perú,"San Borja, Lima",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpa-en-san-borja-A7E8E005466D60D061373E686DCF3405#lc=ListOffers-Score3-18
Analista de QA,RECSA PERÚ,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-qa-en-lima-27568ACEBA9514F861373E686DCF3405#lc=ListOffers-Score3-19
Proyecto Data Analitic,Consorcio LP,Perú,"Lima, Lima",Presencial y remoto,"S/. 4.000,00 (Mensual)","S/. 4.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-proyecto-data-analitic-en-lima-5A76F5037325263961373E686DCF3405#lc=ListOffers-Score3-0
