puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Analista contable,,,,
Supervisor de cobranza  Call Center / Planilla completa,,,,
Housekeeping / Cuartelero / Hotel 5 estrellas,Eurofirms Perú,,,
Ejecutivo de Atención al cliente DJI Plaza San Miguel,QUE TAL COMPRA DEL PERU S.A.C.,,,
Ingeniero de Datos,Apuesta Total,,Presencial y remoto,
Técnico de Servicios/ Mantenimiento,Lavoro Perú,,,
Practicante Profesional de Contabilidad,Gate Gourmet Perú,,,
Instructor JP Electrónica y Automotizacion Industrial Piura,SENATI,,,
Planificador de Mantenimiento,Industrias Nettalco S.A.,,,
Modelista Patronista/Empresa textil de moda femenina,Corporacion Textil Unidos SAC,,,
Rigger / Proyectos a nivel nacional,Transportes Acoinsa S.A,,,
Operarios de Limpieza para Oficinas en San Miguel/ 11AM A 8PM /Planilla Completa + Bonos,EULEN del Perú,,,
Jefe de CCTV San Isidro,LIDERMAN,,,
Técnico Lubricador de planta Concentradora Moquegua / Mina Cuajone/14x7,CONFIPETROL ANDINA S.A.,,,
Almacenero de tienda Turno Completo / Chorrillos,FOOTLOOSE,,,
Especialista en Gestión de Proyectos TI (Cloud / On Premise),Topstrategic  S.A.C.,,Presencial y remoto,
Almacenero Huaral ( Disponibilidad Inmediata),,,,
Tecnico/a en refrigeración Cineplanet Lima,CINEPLANET,,,
Facturadora,Aromas del Peru S.A.,,,
Asistente de Inventarios / San Isidro,Grupo Tawa,,,
Técnico de Calidad (Tumbes),Grupo Pacasmayo,,,
Líder de Seguridad Patrimonial,,,,
Se busca asesores de venta para trabajar en campo  / Zonal Cusco,Gedk Telecomunicaciones,,,
Técnico de Mantenimiento San Miguel,CONEY PARK,,,
Urgente! Promotor de Ventas (Licores)/ Tottus las Begonias,CONSERH,,,
Asistente de Ssoma,,,,
Asistente de Transporte / Ica,,,,
Asistente de Transporte / Huachipa,,,,
Operario de Limpieza,PILSAC,,,
Auxiliar de aseguramiento de calidad,ARGOS NATURAL,,,
Clasificado por Reglas,FIRSTMED PHARMA PERU SAC,,,
coordinador/a de almacén,,,,
Ingreso inmediato / Auxiliar de almacén Breña / Temporal,Eficacia,,,
Fullstack Developer,RESEMIN,,,
Auxiliar Administrativo de Almacén  Chorrillos,Life Beauty Corporation,,,
Electricista de Equipos Pesados 1,ZICSA CONTRATISTAS GENERALES S.A.,,,
Coordinador de Seguridad y Salud en el Trabajo,Grupo San Pablo,,,
¡Se buscan Supervisor zonal Motorizado ! /Sueldo 2500/Régimen General,Casevip,,,
Analista Financiero Junior,Entel Connect Center,,,
Practicante de Gestión de Calidad Y Medio Ambiente / Ventanilla Callao,OBST Perú - Sulcosa,,,
Analista de Contabilidad / planta cercado de Lima,Aris,,,
Auxiliar de despacho aduanero,AVM ADUANERA S.A.C.,,,
"ing. mecanico, metalurgico,minas, mecanico electrico",Soldesp sac,,,
Coordinador de Medio Ambiente Junior ( Callao),QUIMPAC S.A.,,,
Asesor de Negocios Ag. Tambogrande,Empresa de Crédito Alternativa,,,
Supervisor de Mantenimiento de Riego,Mission Produce Perú,,,
Controlador de Expediciones,ECOSAC,,,
Supervisor de Mantenimiento de Riego,Mission Produce Perú,,,
Clasificado por Reglas,Grupo GDP,,,
Controlador de Expediciones,ECOSAC,,,
Auditor Interno / controller,Corporación Mendoza,,,
Instructor  JP  Redes y Seguridad Informática Piura,SENATI,,,
Auxiliar de despacho aduanero,AVM ADUANERA S.A.C.,,,
Especialista en Gobierno TI con 5 años de exp,Topstrategic  S.A.C.,,Presencial y remoto,
Urgente Centro Cívico !!!/Promotor de ventas/Básico fijo S/1300+comisiones/Planilla completa,Salesland Pacífico,,,
Enfermera(o) Pediátrica / Sanna Clínica el Golf,SANNA,,,
Enfermera de Neonatologia / Sanna Clínica San Borja,SANNA,,,
"Operarios(as) de Limpieza para Clínica en Pueblo libre, Av. Bolívar Con Sucre",EULEN del Perú,,,
Analista / Encargado Contable,U&V ASOC.,,,
Supervisor Operaciones,RAZA LIMA S.A.C.,,,
Mozos/azafatas,Passion for Fruit,,,
Líder de TI (Tecnología de la Información): Salaverry (Trujillo),PILSAC,,,
Encargado de Almacen para Restaurante Chicha / Santa Catalina,CHICHA POR GASTON ACURIO,,,
Operadores NOC / ATC corporativos / Tickets / Presencial / Horarios rotativos,,,,
Picker multifuncional almacén / Distrito Miraflores,Rappi Turbo,,,
Meseros (as) Full Time  /Cafetería,La Panera Cafe,,,
UPN: Asesor de Ventas  / Campus Trujillo,Laureate,,,
Técnico Mecánico de Mantenimiento Industrial,Eurofirms Perú,,,
agente de seguridad,J&O SECURITY SAC,,,
cajero multifuncional,,,,
Auxiliar de lavado de Autos con brevete,MMOTORS,,,
Jefe del Departamento de Investigación de Proyectos / Iquitos,EMPLEA,,,
Auxiliar de Riego,,,,
Técnico Electromecánico,,,,
Supervisor de Producción (Químico Farmacéutico),AIMTALENT S.A.C.,,,
Auxiliar Contable,Fundicion y Maestranza Industrial,,,
Asistente Administrativo,,,,
supervisor/a,EL SAUCO,,,
Técnico Electrónico II,Amauta,,,
Técnico en Calderos y Vapor,Empower,,,
Auxiliar de almacén,AUTOPARTES NC,,,
Picker/ San Borja,TIME JOBS,,,
Técnico instrumentista / Gas natural,TEIGA TMI,,,
Técnico de Servicios Generales,HIELOS GLACIAL PERU,,,
Auxiliar de informacion de tareo para área de cosecha,Agrovision Peru Sac,,,
Técnico en Grupos Electrógenos,PSP,,,
"Egresados de Administración Industrial, Ingeniería industrial o Ingeniería de alimentos",PACIFIC FRUIT,,,
Analista de Transformación Digital / TI,ALMACENES SANTA CLARA,,,
Coordinador interno de Seguridad Patrimonial,,,,
Operarios de Producción // Chorrillos,Life Beauty Corporation,,,
"Asistente de Almacén, Consumo Masivo",ICO LOGISTICA SAC,,,
Asesor de sst / ssoma,,,,
Técnico Mecánico Automotriz,,,,
Operador GPS y Calidad  Callao,,,,
Asistente Administrativo  de Compras,Natural Gas Company S.A.C.,,,
Lider de Despacho,Kuehne + Nagel,,,
Ayudante de almacén de hilo crudo,Industrias Nettalco S.A.,,,
Técnico Mecánico,Gate Gourmet Perú,,,
Encargado de Almacén,Grupo Ka S.A.C.,,,
Asistente de Contabilidad,,,,
Mozos,Festa,,,
Técnico de Aire acondicionado automotriz,Ittsabus,,,
Asesor de ventas,Grupo Educa_d,,,
"Instructor de Mecánica Automotriz, Mecatrónica Automotriz, Mecatrónica de Motores Diesel",SENATI,,,
Matizador,CONCESIONARIOS AUTORIZADOS S.A.C.,,,
Tecnico chofer y Tecnico instalador con o sin experiencia Tarapoto,,,,
Ejecutivo Comercial de Logística integral,AVM ADUANERA S.A.C.,,,
"Asesores Call Center de Cobranza sin experiencia S/1,200 liquido + Bonos Independencia!!",,,,
Analista de Seguridad y Salud en el Trabajo,Atento Perú,,,
Técnico mecanico / Conocimiento en soldadura,Mega & Ozono S.A.C.,,,
Administrador de Tienda Retail Full Time / Huánuco,FOOTLOOSE,,,
Supervisor de cobranzas call center / Arequipa,Estilos S.R.L.,,,
Practicante de Finanzas,Entel Connect Center,,Presencial y remoto,
ing. de seguridad,Soldesp sac,,,
Asesor de Negocios Ag. Paijan,Empresa de Crédito Alternativa,,,
Ayudante general de Limpieza/vajillero (6x1)/concesionaria alimentos Huachipa,APC Corporacion,,,
Administrador(a),Refugios Ecológicos S.A.C,,,
Analista de Geotecnología,,,,
Urgente Lima Norte !!!/Promotor de ventas/Básico fijo S/1300+comisiones/Planilla completa,Salesland Pacífico,,,
Asistente de Logística,NOVAGRO-AG S.A.C.,,,
Inspector de Seguridad Ocupacional / Sede Pisco,Machu Picchu Foods SAC,,,
Teleoperador de Call Center en Lima,,,,
Mecánico automotriz,Mincotrall SRL,,,
Supervisor de Producción/ rubro restaurante para Miraflores,Pasteleria San Antonio,,,
Analista funcional de TI,TRADI S.A.,,,
Ejecutivo Comercial Senior (OilGas),,,,
Analista para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,,,
tecnico soldador Arequipa,Hagemsa SAC,,,
Arquitecto de Seguridad TI CyberSeguridad,Topstrategic  S.A.C.,,Presencial y remoto,
Asistente de Reclutamiento y Selección,Verisure Peru SAC,,,
Técnico/a Electricista Mina Subterranea,CONFIPETROL ANDINA S.A.,,,
Técnico mecánico,,,,
Docente de ArcGIS Pro,INSTITUTO CIENTIFICO DEL PACIFICO,,,
Digitador/a / Huachipa,Lavoro Perú,,,
Asesor de Canal Digital,,,Presencial y remoto,
almacenero,,,,
Asistente Comercial B2B,VALTAR SECURITY SYSTEMS S.A.C.,,,
vendedor autopartes,,,,
Responsable de Contabilidad y Recursos Humanos  Laboratorio,Biolinks,,,
asistente contabilidad/ATE,CORSAPP E.I.R.L.,,,
jefe almacén,GRUPO PROMISO PERU SAC,,,
Asesor/a call center ventas Internet,FUTURA REINGENIERIA INNOVACION S.A.C.,,,
Ingeniero de Calidad,FRONTERA INMOBILIARIA,,,
Proyectista Junior Hvac,,,,
practicante administrativo/a,,,,
Soporte técnico de TI (Tecnología de la Información): Salaverry (Trujillo),PILSAC,,,
Gerente Corporativo de Planeamiento y Control de Gestión,EMPLEA,,,
Jefe de Atención al Cliente,P & M COURIER EXPRESS S.A.C.,,,
Asistente de Almacen,,,,
"Operador de Maquinaria Pesada (Telehandler, Bolter, Scaler)",EXPERTISE PERÚ,,,
Asistente de planillas,,,,
Ayudante de Almacen con experiencia en rubro Automotriz,MMOTORS,,,
Administrador de Tienda TAI LOY,Tai Loy,,,
Asistente de Seguridad,Fundicion y Maestranza Industrial,,,
Coordinador de Asuntos Regulatorios,Peruvian Pharmaceutical  sac,,,
Draftman technician,BRADKEN PERU S.A.C.,,,
Supervisor de Seguridad Patrimonial,AGROFRUTOS,,,
Contador,BDO OUTSOURCING,,,
Coordinador de Seguridad Patrimonial,,,,
Cajera,venta de repuestos automotriz,,,
Analista de Finanzas,,,,
Especialista en licitaciones y presupuestos,MAGNEX GROUP PERU S.A.C.,,,
Coordinador(a) comercial y de ventas / Rubro farmaceutico,,,Presencial y remoto,
Encargado almacén avíos textiles,COLORFUL COTTON SAC,,,
Asistente Contable / Software TI,,,,
Supervisor de Producción Sector Farmacéutico,AIMTALENT S.A.C.,,,
Asistente Contable y RRHH,Termometal Peru,,,
Asistente Contable y RRHH,Termometal Peru,,,
Operario rubro gráfico,Amauta,,,
analista ssoma,,,,
Tecnico de Soporte Computo,Kurmi color sac,,,
Practicante Profesional de Energía Eléctrica,,,,
Asistente Contable Administrativo,Telsur Peru,,,
Asesor de Servicio Postventa,,,,
Analista de procesos,,,,
Asistente contabilidad,KAORI SERVICIOS S.A.C.,,,
Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
Gerente Zonal / Huánuco venta directa (por catalogo),FULLER PINTO S.A.C.,,,
Técnico Electricista,TEXTILES OLINDA S.A.C.,,,
Técnico Mecánico Equipos Trackless 1 Taller Lima,RESEMIN,,,
Asistente Contable con experiencia en Sector Construcción,Anden Capital Holding SAC,,,
Asesor de Créditos (Pisco),Agrobanco,,,
Jefe(a) de operaciones de riego y nutrición / Sector agroexportador,,,,
Soporte tecnico Inforest,Isushi,,,
Admisionista Cajero,CLÍNICA JUAN PABLO II,,,
Agente de Seguridad con Experiencia C/ experiencia,,,,
Promotor de Venta Full Time Chacarilla / Jockey Plaza,USAMS,,,
señorita para asistente de tesorería y cobranzas,ELIAS CAPELLAN,,,
Jefe(a) de operaciones de riego y nutrición / Sector agroexportador,,,,
Asesor de Créditos (Pisco),Agrobanco,,,
Asistente Contable con experiencia en Sector Construcción,Anden Capital Holding SAC,,,
Auxiliar de Limpieza,Metrica Direccion Integral de Proyectos SAC,,,
tecnico mecanico,Radiadores Arequipa,,,
Asistente Contable Administrativo,ADERBEST,,,
Técnico Electricista,MAVA CORP SAC,,,
Supervisor de Calidad  Asia,PACIFIC FRUIT,,,
Agente call center,British House International - Casa Matriz,,,
Asistente Comercial,CENTRO NETEC PERU  S.A.C.,,Presencial y remoto,
Operador y programador de Centro de Mecanizado y Torno CNC,DAMOL SAC,,,
Asesor de Ventas Tienda de Telecomunicaciones Trujillo,Heceb,,,
Supervisor de Servicios FM,SERVICIOS INTEGRALES MARITIMOS S.A.,,,
Tecnico especialista en seguridad electrónica,CODE SYSTEMS,,,
Auxiliar de compras,SATELITAL TELECOMUNICACIONES,,,
Asesor de Ventas,Grupo Educa_d,,,
Asesor de Ventas Inmobiliario,DE & AD INGENIEROS S.A.C.,,,
Jefe funcional SAP,,,,
Profesional de Desarrollo Textil,RCS CAPITAL HUMANO,,,
Profesional de Desarrollo Textil,RCS CAPITAL HUMANO,,,
Técnico Refrigeración Industrial,FECU SAC,,,
Ejecutivos de ventas,CBC PERUANA,,,
Supervisor de Calidad y Tratamiento de Agua,HIELOS GLACIAL PERU,,,
Técnico mecánico de flota pesada,Los Andes Servicios Corporativos S.A.C,,,
Técnico Hidráulico,Marco Peruana,,,
Supervisor de Campo,,,,
Corredores (Ayudante de Mozo)  Chacarilla (San Borja) / Part Time,CIVITANO - Operador Gastronómico,,,
Liquidador de Obras,Dominion Perú SAC,,,
Auxiliar de soporte técnico informático,,,Presencial y remoto,
Operario de Almacén Villa El Salvador,Life Beauty Corporation,,,
Asesor de Refinanciamiento y soluciones de Pago,RECSA PERÚ,,,
Técnico de Servicios Shougang (Marcona),SCANIA DEL PERU S A,,,
Supervisor ssoma / campo y oficina,ClimaTech SAC,,,
Analista de presupuestos,EQUANS Perú,,,
Asistente Residente Perforación diamantina,Rock Drill Cont. Civ. y Mineros S.A.C.,,,
Asistente de Servicio al cliente,,,,
Operador de Centro de Control,Neos S.A.,,,
Jefe de Proyectos,Maquinsa,,,
Cajeras,Festa,,,
Asistente / Planner de mantenimiento,Embotelladora San Miguel del Sur SAC,,,
Ejecutivo(a) de cobranza,Grupo EFE,,,
Supervisor Mecánico en Paramonga,QUIMPAC S.A.,,,
Supervisor de operaciones,Robocon Servicios SAC,,,
Cajera de comedor,Orbe Gourmet EIRL,,,
Contador Publico,,,,
Supervisor HSECq con experiencia en Voladura,ENAEX,,,
Docente de Proceso de Comercio Exterior y E commerce,Universidad de Ciencias y Humanidades,,,
Auxiliar de Seguridad y Salud en el Trabajo,,,,
Encargado de Almacén Motos La victoria,J.CH. LLANTAS,,,
Analista de Almacén  Lurín,DIJISA,,,
Jefe de Turno de Producción de Planta de Proceso Tumbes,MARINASOL,,,
Jefe de Práctica / Medicina Humana / Los Olivos,Universidad Privada del Norte S.A.C.,,,
Auxiliar de mantenimiento general / Chorrillos,,,,
Estamos en la búsqueda de Asesor de Ventas  campo/ ingreso a planilla/ comisiones /Zonal Cusco,Gedk Telecomunicaciones,,,
Doblador de Tubos,Grupo Ka S.A.C.,,,
Asistente de valorizaciones,Corporacion Panaservice S.a.c,,,
Asistente de Seleccion de personal,,,,
Secretaria Administrativa,RyH Corp SAC,,,
¡Urgente! Conductor de Semitrailer A3C / A3B / A4,DP World Logistics S.R.L,,,
Supervisor HSECq con experiencia en Voladura,ENAEX,,,
Supervisor de Riego y Nutrición  Ica,El Pedregal,,,
Coordinador de Recursos Humanos,Cobranzas Peru,,,
Jefe o Supervisor de Seguridad,Esermin Perú S.A.C.,,,
Jefe de Gestion Humana,Explo Drilling Peru SRL,,,
Despachador/ Mozo/ Azafata / zona centro,APC Corporacion,,,
Asistente de Soporte de Tecnologías de la Información,,,,
Jefe de Calidad,Agromar Industrial S.A.,,,
Ejecutivo de Cobranza Tarma,Caja Maynas,,,
Analista de Redes y Comunicaciones,Mission Produce Perú,,,
Ingeniero de Costos y Presupuestos Eléctricos,P.A. PERU S.A.C.,,,
Técnico Eléctrico / Mecatrónico  en  Maquinaria Pesada,ZAPLER,,,
Ténico mecánico especialista en grúas,,,,
Planner de Gestión de Mantenimiento de Flota,Técnica Avícola S.A.,,,
Asistente de Inventarios y Despachos,Arenera Jaen SAC,,,
Analista de Validaciones,,,,
Asistente de recursos humanos,A.Jaime Rojas Representaciones Generales S.A.,,,
Técnico de Mantenimiento Arequipa,CINEPLANET,,,
Practicante Profesional/Convenio de Practicas /Trujillo,Limtek Servicios Integrales,,,
Supervisor de Seguridad  Ingeniero Titulado y Colegiado,Conveyor Belt Technology Ltda.,,,
Ejecutivo de Ventas Industrial / Inside Sale,Fitflow Peru SRL,,,
Técnico Eléctrico y Mecatrónico Automotriz,Tracto Camiones U.S.A.,,,
Counter Flebotomista/ Turno tarde/ La Molina,SYNLAB Perú,,,
Practicante Profesional/Convenio de Practicas /Trujillo,Limtek Servicios Integrales,,,
Asistente de recursos humanos,A.Jaime Rojas Representaciones Generales S.A.,,,
Supervisor de Seguridad  Ingeniero Titulado y Colegiado,Conveyor Belt Technology Ltda.,,,
"Mecanico II en Palas, perforadoras y cargadores",KOMATSU - MITSUI MAQUINARIAS,,,
Técnico de Mantenimiento Arequipa,CINEPLANET,,,
Necesitamos Operarios limpieza con experiencia para trabajar cerca al Jockey Plaza,EULEN del Perú,,,
Controlador /Monitor  de Transporte Mollendo Arequipa,Consorcio LP,,,
Asistente de Gerencia,Mantenimiento e Ingenieria Industrial S.R.L.,,,
Practicante Profesional Mobile Android S/1300  /San Isidro,,,Presencial y remoto,
Data Engineer,Software Enterprise Services SAC,,Presencial y remoto,
Supervisor  Ssoma,,,,
Atención al Cliente Barista,Frizzati Peru S.A.C. (Ice Cream Factory),,,
Medico Ocupacional,,,,
Practicante Profesional de Proyectos y Procesos de negocio,SALOG,,,
Supervisor de Almacén,,,,
Técnico Electricista  Trackless,IESA S.A.,,,
Asistente de producción,Segurindustria SA,,,
Médico Asistencial Ocupacional / Lurigancho,,,,
"tecnico operario mecanicos, soldadores",Soldesp sac,,,
Urgente Arequipa !!!/Promotor de ventas/Básico fijo S/1300+comisiones/Planilla completa,Salesland Pacífico,,,
Supervisor de Gestión Tecnológica y Soporte TI,Innova Schools,,,
Tecnico o Bachiller,VIDAGRO S.A.C,,,
Tecnico mecánico Arequipa PARA RUTA con experiencia en semiremolques,Hagemsa SAC,,,
Asistente de compensaciones y beneficios,,,,
Ayudante de Almacén  Lambayeque,Nicoll Perú S.A,,,
Practicante profesional de TI,POLYSISTEMAS CORP S.A.C.,,,
Asistente de Marketing  Arequipa,,,,
Controlador de Combustible,FARGOLINE S.A.,,,
Técnico Electricista,Unionplast s.a,,,
Agencia de Aduanas Busca Sectorista de Exportaciones,,,,
Asistente Contable de GTH,Servicentro Ramirez S.A.C.,,,
Asesor Comercial B2C,Verisure Peru SAC,,,
Urgente! Promotor de Ventas (Licores)/ Canal: Tradicional/ Zona Norte y Centro,CONSERH,,,
Especialista de Gestión de Incidentes de ciberseguridad – CyberSOC,Topstrategic  S.A.C.,,Presencial y remoto,
Asistente administrativo  y atención al cliente,Adminpro S.A.C.,,,
Auxiliar de almacén,CICSA PERU S.A.C.,,,
Operador/a de call center de Laboratorio,Unilabs,,,
Tecnico Mecanico,Transportes Iberoamericano SRL.,,,
Administrador,Chancadora Excalibur S.A.C.,,,
Callao S/1500 Ayudante de Distribución,,,,
Consultor Junior de Sap,,,,
Jefe de Laboratorio de Tintorería experiencia en empresas textiles,Hilandería de Algodón Peruano S.A.,,,
Asistente Contable Tributario Huacho,DENTIMAGENES S.A.C.,,,
Asistente administrativo para grifo,PILSAC,,,
Operario de limpieza para trabajar en sede San Isidro por la Av. Camino real.,EULEN del Perú,,,
Digitadores y Digitalizadores en ICA Turno Tarde/Turno Noche,INDRA,,,
Asesor de Ventas Huancayo,Los Portales,,,
Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,
Ejecutivo de Ventas Huancayo,Los Portales,,,
Soporte de aplicaciones Plsql,NTT DATA,,Presencial y remoto,
Ejecutivo de Ventas / Lima Sur,Los Portales,,,
Asistente de Tienda / Plaza Vea San Juan Bautista / Provincia de Ayacucho,Grupo Intercorp,,,
"Cajero (a) almacén  para la Zona Centro de  Lima / Rimac, SJL, Cercado / Sueldo S/1,130 + S/200",Prosegur,,,
BCP en ILO / Se busca Cajeros/as y Vendedores con experiencia en cualquier rubro de caja,Adecco Perú S.A.,,,
BCP Nazca / Se busca Cajeros/as y Vendedores con experiencia en rubro de caja,Adecco Perú S.A.,,,
Se busca Cajeros/as para el BCP en Chimbote,Adecco Perú S.A.,,,
Asistente administrativo,CONSTRUCTORA Y MULTISERVICIOS SUMAC URPI A & R EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,
Ejecutivo(a) de Reservas,Tunupa Restaurantes,,,
Analista QA senior,Valtx,,,
Notificador y Despachador/ Campaña Todinno Huachipa/12 horas rotativos,Molitalia,,,
Asesor(a) de Consultas Generales BCP,Adecco Perú S.A.,,,
"Impulsador(a) Descancero/a  pago por dia/  V, S y D  / 80 por día mas bono de telefonía y movilidad",Manpower,,,
Auxiliar contable y de facturación,NATUREX COMPANY SAC,,,
Asistente de producción experiencia en Imprenta,Manpower,,,
Operaria de limpieza para trabajar en sede San Isidro por la Av. Camino real.,EULEN del Perú,,,
Notificador y Despachador/ Campaña Todinno Huachipa/12 horas rotativos,Molitalia,,,
Asesor de Negocios Yura,Manpower,,,
Analista de Inteligencia Comercial / Consumo Masivo,Manpower,,Presencial y remoto,
